#RIC,Date-Time,Price,Volume,Numberoftrades,Bidprice,Ask Price,NumberofBid,NumberofAsk,Depth,Spread,,,
AAPL.OQ,2017-02-13T14:00:00.000000000Z,133.605,1430142,3972,133.6,133.61,45357,45357,90714,0.01,,,133.605
AAPL.OQ,2017-02-13T15:00:00.000000000Z,133.57,352042,2275,133.57,133.58,59815,59815,119630,0.01,,,133.57
AAPL.OQ,2017-02-13T16:00:00.000000000Z,133.71,421764,2167,133.7,133.71,47099,47099,94198,0.01,,,133.71
AAPL.OQ,2017-02-13T17:00:00.000000000Z,133.65,221701,1353,133.64,133.66,31222,31222,62444,0.02,,,133.65
AAPL.OQ,2017-02-13T18:00:00.000000000Z,133.58,333305,1808,133.57,133.58,41372,41372,82744,0.01,,,133.58
AAPL.OQ,2017-02-13T19:00:00.000000000Z,133.36,286747,1736,133.36,133.37,43096,43096,86192,0.01,,,133.36
AAPL.OQ,2017-02-13T20:00:00.000000000Z,133.29,697062,3904,133.29,133.31,68552,68552,137104,0.02,,,133.29
AAPL.OQ,2017-02-13T21:00:00.000000000Z,133.29,1707220,1,133.22,133.3,99,99,198,0.08,,,133.29
AAPL.OQ,2017-02-13T22:00:00.000000000Z,133.3,4426,,133.2,133.4,30,30,60,0.2,,,133.3
AAPL.OQ,2017-02-13T23:00:00.000000000Z,133.295,50,,133.2,133.39,9,9,18,0.19,,,133.295
AAPL.OQ,2017-02-14T00:00:00.000000000Z,133.245,2811,,133.1,133.39,18,18,36,0.29,,,133.245
AAPL.OQ,2017-02-14T09:00:00.000000000Z,133.045,209,,130.79,135.3,968,968,1936,4.51,,,133.045
AAPL.OQ,2017-02-14T10:00:00.000000000Z,133.485,2230,,133.39,133.58,623,623,1246,0.19,,,133.485
AAPL.OQ,2017-02-14T11:00:00.000000000Z,133.455,5712,,133.37,133.54,60,60,120,0.17,,,133.455
AAPL.OQ,2017-02-14T12:00:00.000000000Z,133.57,941,,133.41,133.73,802,802,1604,0.32,,,133.57
AAPL.OQ,2017-02-14T13:00:00.000000000Z,133.14,7032,,133.03,133.25,329,329,658,0.22,,,133.14
AAPL.OQ,2017-02-14T14:00:00.000000000Z,133.58,1126474,3046,133.57,133.58,41828,41828,83656,0.01,,,133.58
AAPL.OQ,2017-02-14T15:00:00.000000000Z,133.74,647146,3694,133.74,133.75,75914,75914,151828,0.01,,,133.74
AAPL.OQ,2017-02-14T16:00:00.000000000Z,134.29,774296,4218,134.28,134.3,80188,80188,160376,0.02,,,134.29
AAPL.OQ,2017-02-14T17:00:00.000000000Z,134.65,404811,2327,134.65,134.66,52878,52878,105756,0.01,,,134.65
AAPL.OQ,2017-02-14T18:00:00.000000000Z,134.91,470786,2819,134.9,134.91,54094,54094,108188,0.01,,,134.91
AAPL.OQ,2017-02-14T19:00:00.000000000Z,134.86,543023,2728,134.85,134.86,47844,47844,95688,0.01,,,134.86
AAPL.OQ,2017-02-14T20:00:00.000000000Z,135.015,1546611,6104,135.01,135.02,75483,75483,150966,0.01,,,135.015
AAPL.OQ,2017-02-14T21:00:00.000000000Z,135.02,1518915,1,135.25,135.29,208,208,416,0.04,,,135.02
AAPL.OQ,2017-02-14T22:00:00.000000000Z,135.215,16688,,135.16,135.27,205,205,410,0.11,,,135.215
AAPL.OQ,2017-02-14T23:00:00.000000000Z,135.34,8455,,135.3,135.38,57,57,114,0.08,,,135.34
AAPL.OQ,2017-02-15T00:00:00.000000000Z,135.38,20798,,135.3,135.46,82,82,164,0.16,,,135.38
AAPL.OQ,2017-02-15T09:00:00.000000000Z,136.045,6818,,135.86,136.23,604,604,1208,0.37,,,136.045
AAPL.OQ,2017-02-15T10:00:00.000000000Z,136,10504,,135.86,136.14,408,408,816,0.28,,,136
AAPL.OQ,2017-02-15T11:00:00.000000000Z,135.525,19696,,135.33,135.72,196,196,392,0.39,,,135.525
AAPL.OQ,2017-02-15T12:00:00.000000000Z,135.485,24480,,135.42,135.55,200,200,400,0.13,,,135.485
AAPL.OQ,2017-02-15T13:00:00.000000000Z,135.64,14202,,135.5,135.78,213,213,426,0.28,,,135.64
AAPL.OQ,2017-02-15T14:00:00.000000000Z,136.18,1936852,5381,136.18,136.19,45186,45186,90372,0.01,,,136.18
AAPL.OQ,2017-02-15T15:00:00.000000000Z,135.24,982215,5942,135.23,135.24,87632,87632,175264,0.01,,,135.24
AAPL.OQ,2017-02-15T16:00:00.000000000Z,135.09,695800,4030,135.08,135.09,79262,79262,158524,0.01,,,135.09
AAPL.OQ,2017-02-15T17:00:00.000000000Z,134.94,380089,2329,134.94,134.95,48793,48793,97586,0.01,,,134.94
AAPL.OQ,2017-02-15T18:00:00.000000000Z,135.1,410194,2536,135.1,135.11,51781,51781,103562,0.01,,,135.1
AAPL.OQ,2017-02-15T19:00:00.000000000Z,135.27,280315,1812,135.26,135.28,49603,49603,99206,0.02,,,135.27
AAPL.OQ,2017-02-15T20:00:00.000000000Z,135.51,914664,4526,135.5,135.52,74494,74494,148988,0.02,,,135.51
AAPL.OQ,2017-02-15T21:00:00.000000000Z,135.51,1548278,1,135.52,135.75,10280,10280,20560,0.23,,,135.51
AAPL.OQ,2017-02-15T22:00:00.000000000Z,135.54,2239,,135.43,135.65,16,16,32,0.22,,,135.54
AAPL.OQ,2017-02-15T23:00:00.000000000Z,135.53,371,,135.5,135.56,12,12,24,0.06,,,135.53
AAPL.OQ,2017-02-16T00:00:00.000000000Z,135.6,1589,,135.52,135.68,16,16,32,0.16,,,135.6
AAPL.OQ,2017-02-16T09:00:00.000000000Z,135.75,1082,,135.59,135.91,271,271,542,0.32,,,135.75
AAPL.OQ,2017-02-16T10:00:00.000000000Z,135.665,12,,135.51,135.82,49,49,98,0.31,,,135.665
AAPL.OQ,2017-02-16T11:00:00.000000000Z,135.41,1977,,135.21,135.61,55,55,110,0.4,,,135.41
AAPL.OQ,2017-02-16T12:00:00.000000000Z,135.515,11977,,135.38,135.65,69,69,138,0.27,,,135.515
AAPL.OQ,2017-02-16T13:00:00.000000000Z,135.44,8218,,135.38,135.5,103,103,206,0.12,,,135.44
AAPL.OQ,2017-02-16T14:00:00.000000000Z,135.14,1182413,3285,135.13,135.14,38571,38571,77142,0.01,,,135.14
AAPL.OQ,2017-02-16T15:00:00.000000000Z,135.05,796249,5014,135.04,135.05,98390,98390,196780,0.01,,,135.05
AAPL.OQ,2017-02-16T16:00:00.000000000Z,135.2,439360,2916,135.19,135.2,75410,75410,150820,0.01,,,135.2
AAPL.OQ,2017-02-16T17:00:00.000000000Z,135.25,334260,2041,135.24,135.25,47301,47301,94602,0.01,,,135.25
AAPL.OQ,2017-02-16T18:00:00.000000000Z,135.24,229634,1695,135.23,135.25,61748,61748,123496,0.02,,,135.24
AAPL.OQ,2017-02-16T19:00:00.000000000Z,135.24,351469,2189,135.24,135.25,57512,57512,115024,0.01,,,135.24
AAPL.OQ,2017-02-16T20:00:00.000000000Z,135.345,944675,4820,135.34,135.35,73893,73893,147786,0.01,,,135.345
AAPL.OQ,2017-02-16T21:00:00.000000000Z,135.345,1124281,1,135.2,135.37,126,126,252,0.17,,,135.345
AAPL.OQ,2017-02-16T22:00:00.000000000Z,135.285,454,,135.2,135.37,8,8,16,0.17,,,135.285
AAPL.OQ,2017-02-16T23:00:00.000000000Z,135.25,,,135.2,135.3,1,1,2,0.1,,,135.25
AAPL.OQ,2017-02-17T00:00:00.000000000Z,135.275,,,135.2,135.35,3,3,6,0.15,,,135.275
AAPL.OQ,2017-02-17T09:00:00.000000000Z,134.835,343,,134.58,135.09,1642,1642,3284,0.51,,,134.835
AAPL.OQ,2017-02-17T10:00:00.000000000Z,134.83,898,,134.61,135.05,557,557,1114,0.44,,,134.83
AAPL.OQ,2017-02-17T11:00:00.000000000Z,134.865,1888,,134.65,135.08,88,88,176,0.43,,,134.865
AAPL.OQ,2017-02-17T12:00:00.000000000Z,135.045,9335,,134.91,135.18,300,300,600,0.27,,,135.045
AAPL.OQ,2017-02-17T13:00:00.000000000Z,134.965,7010,,134.86,135.07,141,141,282,0.21,,,134.965
AAPL.OQ,2017-02-17T14:00:00.000000000Z,135.6,2738476,4441,135.59,135.6,44608,44608,89216,0.01,,,135.6
AAPL.OQ,2017-02-17T15:00:00.000000000Z,135.28,542221,3409,135.27,135.28,80551,80551,161102,0.01,,,135.28
AAPL.OQ,2017-02-17T16:00:00.000000000Z,135.4,256577,1734,135.39,135.4,60555,60555,121110,0.01,,,135.4
AAPL.OQ,2017-02-17T17:00:00.000000000Z,135.39,158291,1218,135.38,135.39,43562,43562,87124,0.01,,,135.39
AAPL.OQ,2017-02-17T18:00:00.000000000Z,135.52,242904,1688,135.52,135.53,46763,46763,93526,0.01,,,135.52
AAPL.OQ,2017-02-17T19:00:00.000000000Z,135.51,234525,1385,135.5,135.51,33675,33675,67350,0.01,,,135.51
AAPL.OQ,2017-02-17T20:00:00.000000000Z,135.71,1185674,4971,135.7,135.72,77040,77040,154080,0.02,,,135.71
AAPL.OQ,2017-02-17T21:00:00.000000000Z,135.72,2684828,5,135.5,135.65,139,139,278,0.15,,,135.72
AAPL.OQ,2017-02-17T22:00:00.000000000Z,135.62,1446,,135.55,135.69,23,23,46,0.14,,,135.62
AAPL.OQ,2017-02-17T23:00:00.000000000Z,135.62,875,,135.55,135.69,12,12,24,0.14,,,135.62
AAPL.OQ,2017-02-18T00:00:00.000000000Z,135.685,4650,,135.67,135.7,40,40,80,0.03,,,135.685
AAPL.OQ,2017-02-21T09:00:00.000000000Z,136.47,4334,,136.35,136.59,1712,1712,3424,0.24,,,136.47
AAPL.OQ,2017-02-21T10:00:00.000000000Z,136.525,1756,,136.45,136.6,196,196,392,0.15,,,136.525
AAPL.OQ,2017-02-21T11:00:00.000000000Z,136.555,2831,,136.42,136.69,47,47,94,0.27,,,136.555
AAPL.OQ,2017-02-21T12:00:00.000000000Z,136.335,5788,,136.27,136.4,130,130,260,0.13,,,136.335
AAPL.OQ,2017-02-21T13:00:00.000000000Z,136.415,9543,,136.39,136.44,166,166,332,0.05,,,136.415
AAPL.OQ,2017-02-21T14:00:00.000000000Z,136.21,1629693,3441,136.21,136.22,34092,34092,68184,0.01,,,136.21
AAPL.OQ,2017-02-21T15:00:00.000000000Z,136.43,523048,3336,136.43,136.44,65181,65181,130362,0.01,,,136.43
AAPL.OQ,2017-02-21T16:00:00.000000000Z,136.32,366351,2331,136.31,136.32,55838,55838,111676,0.01,,,136.32
AAPL.OQ,2017-02-21T17:00:00.000000000Z,136.28,249310,1631,136.27,136.28,53003,53003,106006,0.01,,,136.28
AAPL.OQ,2017-02-21T18:00:00.000000000Z,136.38,188489,1133,136.38,136.39,35878,35878,71756,0.01,,,136.38
AAPL.OQ,2017-02-21T19:00:00.000000000Z,136.56,294976,1640,136.56,136.57,42968,42968,85936,0.01,,,136.56
AAPL.OQ,2017-02-21T20:00:00.000000000Z,136.69,741310,3908,136.68,136.7,63963,63963,127926,0.02,,,136.69
AAPL.OQ,2017-02-21T21:00:00.000000000Z,136.7,2262840,1,136.5,136.69,200,200,400,0.19,,,136.7
AAPL.OQ,2017-02-21T22:00:00.000000000Z,136.6,193,,136.51,136.69,37,37,74,0.18,,,136.6
AAPL.OQ,2017-02-21T23:00:00.000000000Z,136.665,630,,136.65,136.68,14,14,28,0.03,,,136.665
AAPL.OQ,2017-02-22T00:00:00.000000000Z,136.595,1719,,136.5,136.69,23,23,46,0.19,,,136.595
AAPL.OQ,2017-02-22T09:00:00.000000000Z,136.44,1117,,136.25,136.63,2095,2095,4190,0.38,,,136.44
AAPL.OQ,2017-02-22T10:00:00.000000000Z,136.47,1165,,136.31,136.63,325,325,650,0.32,,,136.47
AAPL.OQ,2017-02-22T11:00:00.000000000Z,135.685,2726,,135,136.37,356,356,712,1.37,,,135.685
AAPL.OQ,2017-02-22T12:00:00.000000000Z,136.4,3032,,136.32,136.48,56,56,112,0.16,,,136.4
AAPL.OQ,2017-02-22T13:00:00.000000000Z,136.44,2851,,136.42,136.46,469,469,938,0.04,,,136.44
AAPL.OQ,2017-02-22T14:00:00.000000000Z,136.35,838344,2448,136.32,136.35,39276,39276,78552,0.03,,,136.35
AAPL.OQ,2017-02-22T15:00:00.000000000Z,136.45,304437,2028,136.45,136.46,69179,69179,138358,0.01,,,136.45
AAPL.OQ,2017-02-22T16:00:00.000000000Z,136.49,303506,1916,136.47,136.48,46499,46499,92998,0.01,,,136.49
AAPL.OQ,2017-02-22T17:00:00.000000000Z,136.68,186098,1191,136.68,136.69,29498,29498,58996,0.01,,,136.68
AAPL.OQ,2017-02-22T18:00:00.000000000Z,136.96,488262,1876,136.96,136.97,31287,31287,62574,0.01,,,136.96
AAPL.OQ,2017-02-22T19:00:00.000000000Z,136.65,281867,1758,136.65,136.66,48016,48016,96032,0.01,,,136.65
AAPL.OQ,2017-02-22T20:00:00.000000000Z,137.1,950945,4346,137.09,137.11,68826,68826,137652,0.02,,,137.1
AAPL.OQ,2017-02-22T21:00:00.000000000Z,137.11,1563569,1,137.07,137.13,208,208,416,0.06,,,137.11
AAPL.OQ,2017-02-22T22:00:00.000000000Z,137.195,11234,,137.15,137.24,70,70,140,0.09,,,137.195
AAPL.OQ,2017-02-22T23:00:00.000000000Z,137.1,2487,,137.02,137.18,26,26,52,0.16,,,137.1
AAPL.OQ,2017-02-23T00:00:00.000000000Z,137.18,8725,,137.15,137.21,71,71,142,0.06,,,137.18
AAPL.OQ,2017-02-23T09:00:00.000000000Z,137.265,203,,137.15,137.38,839,839,1678,0.23,,,137.265
AAPL.OQ,2017-02-23T10:00:00.000000000Z,137.315,1101,,137.15,137.48,168,168,336,0.33,,,137.315
AAPL.OQ,2017-02-23T11:00:00.000000000Z,137.235,361,,137.16,137.31,11,11,22,0.15,,,137.235
AAPL.OQ,2017-02-23T12:00:00.000000000Z,137.32,1815,,137.26,137.38,89,89,178,0.12,,,137.32
AAPL.OQ,2017-02-23T13:00:00.000000000Z,137.26,4005,,137.22,137.3,108,108,216,0.08,,,137.26
AAPL.OQ,2017-02-23T14:00:00.000000000Z,137.07,1001519,3500,137.07,137.08,36840,36840,73680,0.01,,,137.07
AAPL.OQ,2017-02-23T15:00:00.000000000Z,136.39,732115,4460,136.38,136.4,86093,86093,172186,0.02,,,136.39
AAPL.OQ,2017-02-23T16:00:00.000000000Z,136.59,639594,4280,136.59,136.6,84559,84559,169118,0.01,,,136.59
AAPL.OQ,2017-02-23T17:00:00.000000000Z,136.69,330292,2118,136.68,136.69,53466,53466,106932,0.01,,,136.69
AAPL.OQ,2017-02-23T18:00:00.000000000Z,136.78,218553,1406,136.76,136.77,47155,47155,94310,0.01,,,136.78
AAPL.OQ,2017-02-23T19:00:00.000000000Z,136.83,283396,1775,136.82,136.83,52979,52979,105958,0.01,,,136.83
AAPL.OQ,2017-02-23T20:00:00.000000000Z,136.53,868311,4402,136.52,136.53,90777,90777,181554,0.01,,,136.53
AAPL.OQ,2017-02-23T21:00:00.000000000Z,136.53,1286534,1,136.46,136.58,363,363,726,0.12,,,136.53
AAPL.OQ,2017-02-23T22:00:00.000000000Z,136.515,68,,136.46,136.57,1,1,2,0.11,,,136.515
AAPL.OQ,2017-02-23T23:00:00.000000000Z,136.4,320,,136.27,136.53,6,6,12,0.26,,,136.4
AAPL.OQ,2017-02-24T00:00:00.000000000Z,136.44,2766,,136.35,136.53,8,8,16,0.18,,,136.44
AAPL.OQ,2017-02-24T09:00:00.000000000Z,135.715,3551,,135.53,135.9,897,897,1794,0.37,,,135.715
AAPL.OQ,2017-02-24T10:00:00.000000000Z,134.805,8072,,134.7,134.91,564,564,1128,0.21,,,134.805
AAPL.OQ,2017-02-24T11:00:00.000000000Z,134.615,10438,,134.5,134.73,532,532,1064,0.23,,,134.615
AAPL.OQ,2017-02-24T12:00:00.000000000Z,135.18,8496,,135.12,135.24,173,173,346,0.12,,,135.18
AAPL.OQ,2017-02-24T13:00:00.000000000Z,135.325,18421,,135.3,135.35,269,269,538,0.05,,,135.325
AAPL.OQ,2017-02-24T14:00:00.000000000Z,135.83,1614904,3791,135.8,135.85,42629,42629,85258,0.05,,,135.83
AAPL.OQ,2017-02-24T15:00:00.000000000Z,135.8,637285,4111,135.79,135.8,68072,68072,136144,0.01,,,135.8
AAPL.OQ,2017-02-24T16:00:00.000000000Z,135.85,384912,2394,135.84,135.86,46111,46111,92222,0.02,,,135.85
AAPL.OQ,2017-02-24T17:00:00.000000000Z,136.16,344506,2093,136.14,136.15,46461,46461,92922,0.01,,,136.16
AAPL.OQ,2017-02-24T18:00:00.000000000Z,136.15,175083,1184,136.14,136.15,32177,32177,64354,0.01,,,136.15
AAPL.OQ,2017-02-24T19:00:00.000000000Z,135.99,263780,1635,135.99,136,42473,42473,84946,0.01,,,135.99
AAPL.OQ,2017-02-24T20:00:00.000000000Z,136.65,1466156,5874,136.64,136.66,75506,75506,151012,0.02,,,136.65
AAPL.OQ,2017-02-24T21:00:00.000000000Z,136.66,1708411,1,136.6,136.7,476,476,952,0.1,,,136.66
AAPL.OQ,2017-02-24T22:00:00.000000000Z,136.65,,,136.6,136.7,2,2,4,0.1,,,136.65
AAPL.OQ,2017-02-24T23:00:00.000000000Z,136.55,905,,136.4,136.7,6,6,12,0.3,,,136.55
AAPL.OQ,2017-02-25T00:00:00.000000000Z,136.745,163,,136.61,136.88,4,4,8,0.27,,,136.745
AAPL.OQ,2017-02-27T09:00:00.000000000Z,136.635,320,,136.5,136.77,13,13,26,0.27,,,136.635
AAPL.OQ,2017-02-27T10:00:00.000000000Z,135.555,38,,134.5,136.61,10,10,20,2.11,,,135.555
AAPL.OQ,2017-02-27T11:00:00.000000000Z,137.35,9845,,137.25,137.45,91,91,182,0.2,,,137.35
AAPL.OQ,2017-02-27T12:00:00.000000000Z,137.02,10215,,136.95,137.09,404,404,808,0.14,,,137.02
AAPL.OQ,2017-02-27T13:00:00.000000000Z,136.96,11601,,136.91,137.01,222,222,444,0.1,,,136.96
AAPL.OQ,2017-02-27T14:00:00.000000000Z,137.09,1469762,3621,137.08,137.1,29511,29511,59022,0.02,,,137.09
AAPL.OQ,2017-02-27T15:00:00.000000000Z,137.05,608865,3542,137.04,137.05,60323,60323,120646,0.01,,,137.05
AAPL.OQ,2017-02-27T16:00:00.000000000Z,137,412855,2643,136.99,137.01,51517,51517,103034,0.02,,,137
AAPL.OQ,2017-02-27T17:00:00.000000000Z,136.98,219455,1475,136.98,136.99,35258,35258,70516,0.01,,,136.98
AAPL.OQ,2017-02-27T18:00:00.000000000Z,137.06,249103,1677,137.06,137.07,39224,39224,78448,0.01,,,137.06
AAPL.OQ,2017-02-27T19:00:00.000000000Z,136.98,232368,1429,136.97,136.98,38806,38806,77612,0.01,,,136.98
AAPL.OQ,2017-02-27T20:00:00.000000000Z,136.94,542167,3203,136.94,136.96,61331,61331,122662,0.02,,,136.94
AAPL.OQ,2017-02-27T21:00:00.000000000Z,136.93,1472051,1,136.72,137.19,156,156,312,0.47,,,136.93
AAPL.OQ,2017-02-27T22:00:00.000000000Z,136.855,531,,136.8,136.91,41,41,82,0.11,,,136.855
AAPL.OQ,2017-02-27T23:00:00.000000000Z,136.825,1427,,136.75,136.9,26,26,52,0.15,,,136.825
AAPL.OQ,2017-02-28T00:00:00.000000000Z,136.78,1088,,136.66,136.9,13,13,26,0.24,,,136.78
AAPL.OQ,2017-02-28T09:00:00.000000000Z,137.2,415,,136.9,137.5,16,16,32,0.6,,,137.2
AAPL.OQ,2017-02-28T10:00:00.000000000Z,137.205,6371,,137.14,137.27,47,47,94,0.13,,,137.205
AAPL.OQ,2017-02-28T11:00:00.000000000Z,137.215,3222,,137.14,137.29,45,45,90,0.15,,,137.215
AAPL.OQ,2017-02-28T12:00:00.000000000Z,137.18,6472,,137.11,137.25,51,51,102,0.14,,,137.18
AAPL.OQ,2017-02-28T13:00:00.000000000Z,136.9,33828,,136.8,137,172,172,344,0.2,,,136.9
AAPL.OQ,2017-02-28T14:00:00.000000000Z,136.94,905253,2710,136.93,136.95,34307,34307,68614,0.02,,,136.94
AAPL.OQ,2017-02-28T15:00:00.000000000Z,137.23,400743,2696,137.22,137.23,54312,54312,108624,0.01,,,137.23
AAPL.OQ,2017-02-28T16:00:00.000000000Z,137.29,293008,1861,137.28,137.29,40193,40193,80386,0.01,,,137.29
AAPL.OQ,2017-02-28T17:00:00.000000000Z,136.99,414028,2584,136.99,137,49733,49733,99466,0.01,,,136.99
AAPL.OQ,2017-02-28T18:00:00.000000000Z,137.22,259076,1733,137.22,137.23,43433,43433,86866,0.01,,,137.22
AAPL.OQ,2017-02-28T19:00:00.000000000Z,136.99,264491,1672,136.98,136.99,38173,38173,76346,0.01,,,136.99
AAPL.OQ,2017-02-28T20:00:00.000000000Z,136.99,1057007,4965,136.98,136.99,85005,85005,170010,0.01,,,136.99
AAPL.OQ,2017-02-28T21:00:00.000000000Z,136.99,3030948,2,136.96,137,602,602,1204,0.04,,,136.99
AAPL.OQ,2017-02-28T22:00:00.000000000Z,136.935,160,,136.87,137,8,8,16,0.13,,,136.935
AAPL.OQ,2017-02-28T23:00:00.000000000Z,136.94,5136,,136.9,136.98,31,31,62,0.08,,,136.94
AAPL.OQ,2017-03-01T00:00:00.000000000Z,137.095,340,,136.94,137.25,20,20,40,0.31,,,137.095
AAPL.OQ,2017-03-01T09:00:00.000000000Z,137.575,4098,,137.49,137.66,71,71,142,0.17,,,137.575
AAPL.OQ,2017-03-01T10:00:00.000000000Z,137.545,2925,,137.49,137.6,25,25,50,0.11,,,137.545
AAPL.OQ,2017-03-01T11:00:00.000000000Z,137.69,6256,,137.6,137.78,55,55,110,0.18,,,137.69
AAPL.OQ,2017-03-01T12:00:00.000000000Z,137.83,11234,,137.72,137.94,658,658,1316,0.22,,,137.83
AAPL.OQ,2017-03-01T13:00:00.000000000Z,137.945,12968,,137.9,137.99,144,144,288,0.09,,,137.945
AAPL.OQ,2017-03-01T14:00:00.000000000Z,138.14,1024435,3204,138.13,138.15,42556,42556,85112,0.02,,,138.14
AAPL.OQ,2017-03-01T15:00:00.000000000Z,138.93,828844,4426,138.91,138.92,73842,73842,147684,0.01,,,138.93
AAPL.OQ,2017-03-01T16:00:00.000000000Z,139.67,702710,4143,139.66,139.67,75359,75359,150718,0.01,,,139.67
AAPL.OQ,2017-03-01T17:00:00.000000000Z,139.81,615097,3597,139.8,139.81,63867,63867,127734,0.01,,,139.81
AAPL.OQ,2017-03-01T18:00:00.000000000Z,139.76,1083296,5105,139.75,139.77,63140,63140,126280,0.02,,,139.76
AAPL.OQ,2017-03-01T19:00:00.000000000Z,140.1,682130,4131,140.09,140.1,74491,74491,148982,0.01,,,140.1
AAPL.OQ,2017-03-01T20:00:00.000000000Z,139.79,907138,4945,139.77,139.79,90932,90932,181864,0.02,,,139.79
AAPL.OQ,2017-03-01T21:00:00.000000000Z,139.79,1761528,1,139.73,139.77,112,112,224,0.04,,,139.79
AAPL.OQ,2017-03-01T22:00:00.000000000Z,139.83,5657,,139.72,139.94,31,31,62,0.22,,,139.83
AAPL.OQ,2017-03-01T23:00:00.000000000Z,139.84,1028,,139.75,139.93,14,14,28,0.18,,,139.84
AAPL.OQ,2017-03-02T00:00:00.000000000Z,139.925,910,,139.86,139.99,18,18,36,0.13,,,139.925
AAPL.OQ,2017-03-02T09:00:00.000000000Z,139.7,639,,139.5,139.9,128,128,256,0.4,,,139.7
AAPL.OQ,2017-03-02T10:00:00.000000000Z,139.695,651,,139.56,139.83,453,453,906,0.27,,,139.695
AAPL.OQ,2017-03-02T11:00:00.000000000Z,139.735,2082,,139.64,139.83,30,30,60,0.19,,,139.735
AAPL.OQ,2017-03-02T12:00:00.000000000Z,139.91,2103,,139.85,139.97,129,129,258,0.12,,,139.91
AAPL.OQ,2017-03-02T13:00:00.000000000Z,140.005,13926,,140,140.01,149,149,298,0.01,,,140.005
AAPL.OQ,2017-03-02T14:00:00.000000000Z,139.88,1331659,4216,139.87,139.88,42141,42141,84282,0.01,,,139.88
AAPL.OQ,2017-03-02T15:00:00.000000000Z,139.69,501253,3234,139.68,139.7,72561,72561,145122,0.02,,,139.69
AAPL.OQ,2017-03-02T16:00:00.000000000Z,139.59,639813,3999,139.59,139.6,74849,74849,149698,0.01,,,139.59
AAPL.OQ,2017-03-02T17:00:00.000000000Z,139.61,351124,2151,139.61,139.62,53705,53705,107410,0.01,,,139.61
AAPL.OQ,2017-03-02T18:00:00.000000000Z,139.06,733990,3823,139.05,139.06,66598,66598,133196,0.01,,,139.06
AAPL.OQ,2017-03-02T19:00:00.000000000Z,139.145,335214,2133,139.14,139.15,48397,48397,96794,0.01,,,139.145
AAPL.OQ,2017-03-02T20:00:00.000000000Z,138.93,1070737,5687,138.92,138.94,114118,114118,228236,0.02,,,138.93
AAPL.OQ,2017-03-02T21:00:00.000000000Z,138.96,1907502,1,138.94,139.05,186,186,372,0.11,,,138.96
AAPL.OQ,2017-03-02T22:00:00.000000000Z,139.07,2024,,138.94,139.2,10,10,20,0.26,,,139.07
AAPL.OQ,2017-03-02T23:00:00.000000000Z,139.07,,,138.94,139.2,4,4,8,0.26,,,139.07
AAPL.OQ,2017-03-03T00:00:00.000000000Z,139.22,400,,138.94,139.5,6,6,12,0.56,,,139.22
AAPL.OQ,2017-03-03T09:00:00.000000000Z,139.95,4,,138.4,141.5,16,16,32,3.1,,,139.95
AAPL.OQ,2017-03-03T10:00:00.000000000Z,138.64,151,,138.4,138.88,6,6,12,0.48,,,138.64
AAPL.OQ,2017-03-03T11:00:00.000000000Z,140.15,695,,138.8,141.5,12,12,24,2.7,,,140.15
AAPL.OQ,2017-03-03T12:00:00.000000000Z,138.645,3390,,138.6,138.69,48,48,96,0.09,,,138.645
AAPL.OQ,2017-03-03T13:00:00.000000000Z,138.655,8017,,138.62,138.69,95,95,190,0.07,,,138.655
AAPL.OQ,2017-03-03T14:00:00.000000000Z,139.13,776586,2737,139.13,139.15,36794,36794,73588,0.02,,,139.13
AAPL.OQ,2017-03-03T15:00:00.000000000Z,139.01,567303,3509,139.01,139.02,79792,79792,159584,0.01,,,139.01
AAPL.OQ,2017-03-03T16:00:00.000000000Z,139.17,320748,2164,139.17,139.18,56618,56618,113236,0.01,,,139.17
AAPL.OQ,2017-03-03T17:00:00.000000000Z,139.47,353686,2021,139.46,139.47,53326,53326,106652,0.01,,,139.47
AAPL.OQ,2017-03-03T18:00:00.000000000Z,139.67,428389,2777,139.67,139.68,67734,67734,135468,0.01,,,139.67
AAPL.OQ,2017-03-03T19:00:00.000000000Z,139.62,367190,1919,139.61,139.62,46082,46082,92164,0.01,,,139.62
AAPL.OQ,2017-03-03T20:00:00.000000000Z,139.77,911775,4317,139.76,139.78,74655,74655,149310,0.02,,,139.77
AAPL.OQ,2017-03-03T21:00:00.000000000Z,139.78,1982563,4,139.45,139.55,281,281,562,0.1,,,139.78
AAPL.OQ,2017-03-03T22:00:00.000000000Z,139.585,480,,139.45,139.72,14,14,28,0.27,,,139.585
AAPL.OQ,2017-03-03T23:00:00.000000000Z,139.64,100,,139.54,139.74,5,5,10,0.2,,,139.64
AAPL.OQ,2017-03-04T00:00:00.000000000Z,139.595,10,,139.45,139.74,13,13,26,0.29,,,139.595
AAPL.OQ,2017-03-06T09:00:00.000000000Z,63.295,99,,126.59,0,2270,2270,4540,-126.59,,,63.295
AAPL.OQ,2017-03-06T10:00:00.000000000Z,139.485,912,,139.28,139.69,812,812,1624,0.41,,,139.485
AAPL.OQ,2017-03-06T11:00:00.000000000Z,139.15,639,,138.81,139.49,477,477,954,0.68,,,139.15
AAPL.OQ,2017-03-06T12:00:00.000000000Z,139.325,928,,139.26,139.39,118,118,236,0.13,,,139.325
AAPL.OQ,2017-03-06T13:00:00.000000000Z,139.455,1435,,139.41,139.5,150,150,300,0.09,,,139.455
